OBJECTID,CECPlantID,PlantName,Retired Plant,Operator Company,County,Capacity_Latest,Units,PriEnergySource,StartDate,CEC_Jurisdictional,x,y,temperature,wind_speed,water_flow,cloud_cover,estimated_output
2044,S9128,Network Appliance,0,Not Available,Santa Clara,1.4,1,SUN,1/1/2012 0:00,0.0,-122.0261552,37.4159534,6.95,2.06,0.0,20,0.20378399999999997
2045,S9134,City of Sunnyvale Wastewater Treatment Plant,0,Not Available,Santa Clara,1.6,1,SUN,1/1/2012 0:00,0.0,-122.034921,37.42260736,6.95,2.06,0.0,20,0.23289600000000005
2046,S9149,Advanced Micro Decives,0,Not Available,Santa Clara,3.0,1,SUN,1/1/2012 0:00,0.0,-121.9992026,37.38657084,6.98,2.06,0.0,20,0.4367520000000001
2047,S9151,Spansion LLC,0,Not Available,Santa Clara,3.0,1,SUN,1/1/2012 0:00,0.0,-122.0055474,37.37747951,6.96,2.06,0.0,20,0.43670400000000004
2056,S9047,Airport Division City of San Jose,0,Not Available,Santa Clara,1.0,1,SUN,1/1/2012 0:00,0.0,-121.9225349,37.36510365,7.28,2.06,0.0,40,0.10936799999999999
2057,S9094,City of San Jose,0,Not Available,Santa Clara,1.0,1,SUN,1/1/2012 0:00,0.0,-121.8616185,37.31785791,7.44,2.06,0.0,40,0.109464
2058,S9095,City of Santa Clara,0,Not Available,Santa Clara,1.0,1,SUN,1/1/2012 0:00,0.0,-121.9216895,37.38044117,7.3,2.06,0.0,40,0.10938
2059,S9101,County of Santa Clara,0,Not Available,Santa Clara,1.0,1,SUN,1/1/2012 0:00,0.0,-121.9225419,37.38105976,7.3,2.06,0.0,40,0.10938
2060,S9103,County of Santa Clara,0,Not Available,Santa Clara,1.1,1,SUN,1/1/2012 0:00,0.0,-121.9218208,37.38104496,7.3,2.06,0.0,40,0.12031800000000001
2061,S9112,Independence HS,0,Not Available,Santa Clara,1.2,1,SUN,1/1/2012 0:00,0.0,-121.859144,37.36623043,7.33,2.06,0.0,40,0.1312776
2062,S9127,San Jose Evergreen Community College,0,Not Available,Santa Clara,1.4,1,SUN,1/1/2012 0:00,0.0,-121.765925,37.30392005,7.07,2.06,0.0,40,0.15293879999999996
2063,S9172,Gridley Main Two,0,LIGHTBEAM POWER COMPANY GRIDLEY MAIN TWO LLC,Santa Clara,2.5,Unit 1,SUN,4/1/2013 0:00,0.0,-121.9157388,37.36740133,7.28,2.06,0.0,40,0.27342
2068,S0459,Frontier Solar LLC (Crow Creek),0,Clenera - Renewable Energy,Stanislaus,20.0,1,SUN,6/7/2016 0:00,0.0,-121.1490831,37.36779667,5.69,1.99,0.0,9,3.288558
2070,S9035,E & J Gallo Winery,0,Not Available,Merced,1.0,1,SUN,1/1/2012 0:00,0.0,-120.810811,37.37642659,5.79,2.68,0.0,5,0.1717505
2073,H0301,Fairfield,0,Merced Irrigation District,Merced,0.9,1,WAT,6/1/1983 0:00,0.0,-120.4325142,37.36856198,6.51,2.06,0.0,75,0.0
2074,S0429,Merced Solar,0,Merced Solar LLC,Merced,1.5,Unit 1,SUN,4/1/2015 0:00,0.0,-120.4844311,37.26777296,6.23,2.06,0.0,75,0.06796125000000001
2075,S0430,Mission Solar,0,Mission Solar LLC,Merced,1.5,Unit 1,SUN,4/1/2015 0:00,0.0,-120.4824871,37.26777296,6.24,2.06,0.0,75,0.06796500000000001
2076,S9090,City of Atwater,0,Not Available,Merced,1.0,1,SUN,1/1/2012 0:00,0.0,-120.6004962,37.36027565,6.1,2.06,0.0,75,0.045275
2077,S9267,Pristine Sun Fund 10 Fresno PGE LLC_(2097_Helton),0,Not Available,Merced,1.5,Unit 1,SUN,5/1/2015 0:00,0.0,-120.5074397,37.3511019,6.18,2.06,0.0,75,0.06794250000000002
2078,S9029,UC Merced,0,Not Available,Merced,1.0,1,SUN,1/1/2012 0:00,0.0,-120.4144857,37.36268662,6.47,2.06,0.0,75,0.045367500000000005
2079,H0120,Crane Valley,0,Pacific Gas & Electric (PG&E),Madera,0.9,1,WAT,7/1/1919 0:00,0.0,-119.5294752,37.29158822,-0.58,3.57,0.0,22,0.0
2080,H0450,San Joaquin #3,0,Pacific Gas & Electric (PG&E),Madera,4.0,3,WAT,8/1/1923 0:00,0.0,-119.5190292,37.25400428,0.26,3.56,0.0,23,0.0
2081,H0499,Portal,0,Southern California Edison (SCE),Fresno,10.0,UNIT 1,WAT,12/1/1956 0:00,0.0,-119.1591006,37.25693658,-11.88,4.04,0.0,8,0.0
2082,H0041,Bishop Creek 2,0,Southern California Edison (SCE),Inyo,7.3,1,WAT,11/1/1908 0:00,0.0,-118.5735051,37.27366418,-6.13,2.72,0.0,0,0.0
2083,H0042,Bishop Creek 3,0,Southern California Edison (SCE),Inyo,7.84,1,WAT,6/1/1913 0:00,0.0,-118.5320118,37.30204154,-4.24,5.66,0.0,0,0.0
2084,H0394,Pleasant Valley,0,Los Angeles Department of Water & Power (LADWP),Inyo,2.7,Unit 1,WAT,2/1/1958 0:00,0.0,-118.5237046,37.41386428,-0.5,5.66,0.0,0,0.0
2085,H0043,Bishop Creek 4,0,Southern California Edison (SCE),Inyo,7.95,1,WAT,9/1/1905 0:00,0.0,-118.5018396,37.32299659,-1.84,5.66,0.0,0,0.0
2086,H0044,Bishop Creek 5,0,Southern California Edison (SCE),Inyo,3.8,1,WAT,6/1/1919 0:00,0.0,-118.4796457,37.33445375,-0.97,5.66,0.0,0,0.0
2087,H0045,Bishop Creek 6,0,Southern California Edison (SCE),Inyo,1.6,1,WAT,3/1/1913 0:00,0.0,-118.4627524,37.34997061,-0.4,5.66,0.0,0,0.0
2093,S9104,JATCO,0,Not Available,Alameda,1.1,1,SUN,1/1/2012 0:00,0.0,-122.0094532,37.59217005,5.2,2.06,0.0,0,0.19822000000000004
2094,S9121,Alameda Water District,0,Not Available,Alameda,1.3,1,SUN,1/1/2012 0:00,0.0,-121.9626359,37.50466712,6.14,2.06,0.0,20,0.18838560000000001
2099,W0395,Teichert Vernalis,0,Foundation Windpower,San Joaquin,1.5,WPRS 1,WND,1/1/1988 0:00,0.0,-121.3567217,37.61664868,3.88,2.35,0.0,11,1.5
2104,H0234,Hickman,0,Turlock Irrigation District,Stanislaus,1.1,"1, 2",WAT,9/1/1979 0:00,0.0,-120.7463283,37.62155537,5.31,2.6,0.0,37,0.0
2105,H0300,Canal Creek (RETA),0,Merced Irrigation District,Merced,0.9,1,WAT,8/1/1983 0:00,0.0,-120.4897892,37.45422557,6.06,2.06,0.0,75,0.0
2106,H0325,Merced ID (Parker),0,Merced Irrigation District,Merced,2.7,1,WAT,4/1/1982 0:00,0.0,-120.44443,37.47783829,6.19,2.23,0.0,11,0.0
2107,H0530,Turlock Lake,0,Turlock Irrigation District,Stanislaus,3.3,"1, 2, 3",WAT,7/1/1980 0:00,0.0,-120.5946657,37.61145924,5.34,2.14,0.0,23,0.0
2108,H0175,Exchequer,0,Merced Irrigation District,Mariposa,94.5,EXC-1,WAT,1/1/1967 0:00,0.0,-120.2727602,37.58437154,4.04,1.49,0.0,26,0.0
2109,H0316,McSwain,0,Merced Irrigation District,Mariposa,9.0,MCS-1,WAT,7/1/1967 0:00,0.0,-120.3101581,37.5220859,6.11,1.73,0.0,3,0.0
2110,H0324,Merced Falls,0,Merced Irrigation District,Merced,10.0,Unit 598,WAT,7/21/1930 0:00,0.0,-120.3298894,37.52318263,6.17,1.58,0.0,4,0.0
2111,H0110,Control Gorge,0,Los Angeles Department of Water & Power (LADWP),Inyo,38.0,Unit 1,WAT,4/1/1952 0:00,0.0,-118.5569378,37.43798922,-0.42,5.66,0.0,0,0.0
2112,H0328,Middle Gorge,0,Los Angeles Department of Water & Power (LADWP),Inyo,38.0,Unit 1,WAT,5/1/1952 0:00,0.0,-118.5692533,37.50998573,-3.13,2.61,0.0,12,0.0
2113,H0536,Upper Gorge,0,Los Angeles Department of Water & Power (LADWP),Inyo,36.0,Unit 1,WAT,6/1/1953 0:00,0.0,-118.589993,37.54600104,-4.79,2.83,0.0,13,0.0
2115,S0123,Sunset Reservoir North Basin Solar,0,Deriva Energy,San Francisco,4.5,1,SUN,11/1/2010 0:00,0.0,-122.4834865,37.7508877,6.93,1.79,0.0,40,0.49121099999999995
2116,S9064,Fremont Group  50 Beale/DG Cogen Partners LLC,0,Not Available,San Francisco,1.0,1,SUN,1/1/2012 0:00,0.0,-122.3962992,37.79116918,7.47,2.06,0.0,40,0.10948200000000001
2117,S9068,Market & Second Inc/Real Energy,0,Not Available,San Francisco,1.0,1,SUN,1/1/2012 0:00,0.0,-122.4007871,37.78931662,7.47,2.06,0.0,40,0.10948200000000001
2118,S9113,Fremont Group Inc.  50 Beale/DG Cogen Partners LLC,0,Not Available,San Francisco,1.2,1,SUN,1/1/2012 0:00,0.0,-122.396601,37.79144601,7.47,2.06,0.0,40,0.13137839999999998
2119,S9119,San Francisco State University,0,Not Available,San Francisco,1.2,1,SUN,1/1/2012 0:00,0.0,-122.4770436,37.72753095,7.32,1.79,0.0,40,0.13127039999999998
2120,S9131,Equity Office Property,0,Not Available,San Francisco,1.5,1,SUN,1/1/2012 0:00,0.0,-122.3942561,37.7972399,7.49,2.06,0.0,40,0.16424100000000003
2121,S9138,University of San Francisco,0,Not Available,San Francisco,2.0,1,SUN,1/1/2012 0:00,0.0,-122.4504563,37.77657407,7.1,1.79,0.0,40,0.21852000000000002
2122,S9140,Southeast Wastwater Treatment Plant/CCSF,0,Not Available,San Francisco,2.0,1,SUN,1/1/2012 0:00,0.0,-122.3918145,37.74179613,7.51,2.06,0.0,40,0.219012
2128,S9030,Port of Oakland,0,Not Available,Alameda,1.0,1,SUN,1/1/2012 0:00,0.0,-122.3005226,37.80454443,7.03,2.24,0.0,40,0.10921800000000001
2129,S9043,Peralta Community College Dist,0,Not Available,Alameda,1.0,1,SUN,1/1/2012 0:00,0.0,-122.1611238,37.79088605,4.31,2.24,0.0,40,0.107586
2130,S9066,Ghiradelli Chocolate,0,Not Available,Alameda,1.0,1,SUN,1/1/2012 0:00,0.0,-122.1504107,37.71198105,5.97,2.06,0.0,40,0.108582
2131,S9133,Oro Loma Sanitary District,0,Not Available,Alameda,1.5,1,SUN,1/1/2012 0:00,0.0,-122.1531334,37.66499137,6.11,2.57,0.0,0,0.27166500000000005
2135,S9025,AT&T Services Inc.,0,Not Available,Contra Costa,1.0,1,SUN,1/1/2012 0:00,0.0,-121.9647523,37.76807528,3.51,2.06,0.0,0,0.17851
2136,S9073,AT&T San Ramon (PV)/AT&T Services Inc,0,Not Available,Contra Costa,1.0,1,SUN,1/1/2012 0:00,0.0,-121.9645723,37.7659314,3.51,2.06,0.0,0,0.17851
2137,S9039,Community College District Chabot Las Positas,0,Not Available,Alameda,1.0,1,SUN,1/1/2012 0:00,0.0,-121.7985966,37.71301216,3.26,3.6,0.0,0,0.17826
2138,S9083,Carl Zeiss Meditec Inc.,0,Not Available,Alameda,1.0,1,SUN,1/1/2012 0:00,0.0,-121.8898001,37.71277196,3.58,0.0,0.0,0,0.17858000000000002
2139,S9123,Chabot - Las Positas Community College,0,Not Available,Alameda,1.3,1,SUN,1/1/2012 0:00,0.0,-121.9270772,37.7062873,3.67,0.0,0.0,0,0.232271
2140,S9146,Chabot Las Positas Community College District,0,Not Available,Alameda,2.3,1,SUN,1/1/2012 0:00,0.0,-121.7949296,37.71221261,3.19,3.6,0.0,0,0.40983699999999995
2143,S0220,RE Mohican,0,Kaiser Permanente,Alameda,1.0,1,SUN,9/1/2010 0:00,0.0,-121.7155008,37.70611387,3.04,3.6,0.0,0,0.17804
2144,S0619,Whitehorn Solar LLC,0,REV Renewables,Alameda,3.3,Unit 1,SUN,2/18/2016 0:00,0.0,-121.7174467,37.69150412,2.96,3.6,0.0,0,0.587268
2145,S9049,Health Plan Inc. Kaiser Foundation,0,Not Available,Alameda,1.0,1,SUN,1/1/2012 0:00,0.0,-121.7166268,37.7079016,3.04,3.6,0.0,0,0.17804
2150,W0394,Vasco Wind Energy Center,0,NextEra Energy Resources LLC,Alameda,78.2,WPRS 1,WND,1/1/1988 0:00,0.0,-121.7231094,37.78883917,2.21,3.6,0.0,0,11.43072
2151,W0423,Diablo Wind LLC,0,NextEra Energy Resources LLC,Alameda,17.98,WPRS 1,WND,12/7/2012 0:00,0.0,-121.6173394,37.76182458,3.75,3.6,0.0,0,11.43072
2152,W0426,Buena Vista Energy LLC,0,See WPRS for details,Contra Costa,38.0,WPRS 1,WND,5/1/2005 0:00,0.0,-121.6583815,37.80867523,4.0,3.6,0.0,0,11.43072
2167,W0461,Golden Hills,0,See WPRS for details,Alameda,85.92,WPRS 1,WND,12/1/2015 0:00,0.0,-121.6152981,37.77236904,3.85,3.6,0.0,0,11.43072
2168,W0468,Golden Hills North,0,See WPRS for details,Alameda,46.0,WPRS 1,WND,11/8/2017 0:00,0.0,-121.6318387,37.76728495,3.1,3.6,0.0,0,11.43072
2170,W0482,Altamont Winds LLC,0,Greenbacker Renewable Energy Company LLC,Alameda,57.5,WPRS 1,WND,7/2/2021 0:00,0.0,-121.6715709,37.7393605,2.77,3.6,0.0,0,11.43072
2173,W0396,Safeway Tracy,0,Foundation Windpower,San Joaquin,2.0,WPRS 1,WND,10/1/2010 0:00,0.0,-121.5216866,37.71366242,4.08,3.6,0.0,0,2.0
2176,S0180,McHenry Solar Plant,0,AxInfra US LP,Stanislaus,25.5,1,SUN,7/20/2012 0:00,0.0,-120.9909758,37.7362552,4.57,2.73,0.0,28,3.2969052000000008
2182,H0599,Stone Drop,0,Modesto Irrigation District,Stanislaus,0.6,1,WAT,4/1/1984 0:00,0.0,-120.7190749,37.64338203,5.25,2.49,0.0,42,0.0
2183,H0144,Don Pedro,0,Turlock Irrigation District,Tuolumne,170.9,"6710281, 6710282, 6710283, 8513242",WAT,5/1/1971 0:00,0.0,-120.4200626,37.6960239,4.74,0.93,0.0,18,0.0
2184,H0276,La Grange,0,Turlock Irrigation District,Stanislaus,8.4,"1, 117954, 2, 342321",WAT,11/1/1989 0:00,0.0,-120.4438402,37.66966831,3.88,1.03,0.0,15,0.0
2185,H0535,Upper Dawson,0,Turlock Irrigation District,Stanislaus,6.0,1,WAT,11/1/1983 0:00,0.0,-120.4707246,37.65094918,4.96,1.31,0.0,12,0.0
2186,H0601,Moccasin,0,SF Public Utilities Commission,Tuolumne,100.0,"UNIT 1, UNIT 2",WAT,8/1/1969 0:00,0.0,-120.2993173,37.80929812,3.93,1.27,0.0,80,0.0
2187,H0426,Rush Creek,0,Southern California Edison (SCE),Mono,8.4,"1, 2",WAT,10/1/1916 0:00,0.0,-119.123299,37.76701546,-11.43,1.89,0.0,15,0.0
2188,S9201,Garces (Oswell A),0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2015 0:00,0.0,-118.9434001,37.64016793,-10.72,5.66,0.0,20,0.19713600000000006
2192,S0665,MCE Richmond Solar PV Project,0,S-Power (Sustainable Power Group),Contra Costa,10.5,Unit 1,SUN,12/22/2017 0:00,0.0,-122.3778833,37.94561775,7.01,0.89,0.0,100,0.0
2193,S9065,General Chemical Corp/Chevron Energy Solutions,0,Not Available,Contra Costa,1.0,1,SUN,1/1/2012 0:00,0.0,-122.3853436,37.931169,7.08,0.89,0.0,100,0.0
2194,S9093,Wastewater District West County,0,Not Available,Contra Costa,1.0,1,SUN,1/1/2012 0:00,0.0,-122.379636,37.96699842,7.02,0.89,0.0,100,0.0
2195,S9130,Central Marin Sanitation Agency,0,Not Available,Marin,1.5,1,SUN,1/1/2012 0:00,0.0,-122.4914802,37.95539525,7.18,1.34,0.0,100,0.0
2198,S0662,BART Lafayette,0,Tesla Inc.,Contra Costa,1.01,Unit 1,SUN,9/12/2018 0:00,0.0,-122.1231442,37.89436528,4.92,2.24,0.0,0,0.1817192
2202,S9016,College District Contra Costa Community 1,0,Not Available,Contra Costa,1.0,1,SUN,1/1/2012 0:00,0.0,-122.0737178,37.96649341,5.05,1.54,0.0,0,0.18005000000000002
2203,S9117,Contra Costa Community College - DVC,0,Not Available,Contra Costa,1.2,1,SUN,1/1/2012 0:00,0.0,-122.0700867,37.967287,5.1,1.54,0.0,0,0.21611999999999998
2204,S9142,AT&T Services  Inc.,0,Not Available,Contra Costa,2.1,1,SUN,1/1/2012 0:00,0.0,-122.0605201,37.90435392,4.81,1.54,0.0,0,0.377601
2206,S9170,Oakley Solar Project,0,Not Available,Contra Costa,1.5,Unit 1,SUN,8/1/2013 0:00,0.0,-121.7484431,38.00231442,4.48,1.45,0.0,12,0.2369136
2208,S0644,Manteca Land 1,0,Not Available,San Joaquin,1.0,Unit 1,SUN,12/28/2017 0:00,0.0,-121.2150948,37.84018062,4.72,1.54,0.0,0,0.17972
2209,S9062,California Natural Products,0,Not Available,San Joaquin,1.0,1,SUN,1/1/2012 0:00,0.0,-121.2735179,37.82471909,4.66,1.54,0.0,0,0.17966000000000001
2210,S9150,Stockton Delta Water Supply Project,0,Not Available,San Joaquin,3.0,1,SUN,1/1/2012 0:00,0.0,-121.3262597,37.93488038,4.81,1.54,0.0,0,0.5394300000000001
2216,S9289,Foothill Farmington 2MW PV Project (2) (2012 PV RFO - 1),0,Not Available,San Joaquin,2.0,1,SUN,12/31/2014 0:00,0.0,-121.090124,37.92661068,4.79,1.54,0.0,0,0.35958
2217,H0488,Frankenheimer,0,South San Joaquin Irr District,Stanislaus,5.04,Unit 1,WAT,5/3/1983 0:00,0.0,-120.8068884,37.83037981,4.95,0.45,0.0,59,0.0
2218,H0489,Woodward,0,South San Joaquin Irr District,Stanislaus,2.85,Unit 1,WAT,4/12/1982 0:00,0.0,-120.8792022,37.8606698,4.94,0.45,0.0,51,0.0
2219,S0120,Robert O. Schulz Solar Farm #1 and #2,0,South San Joaquin Irr District,Stanislaus,1.37,"1, 2",SUN,5/1/2009 0:00,0.0,-120.8949387,37.85800931,4.88,0.45,0.0,46,0.13307522400000002
2220,S9122,Irrigation District South San Joaquin,0,Not Available,Stanislaus,1.3,1,SUN,1/1/2012 0:00,0.0,-120.8952524,37.85920126,4.88,0.45,0.0,46,0.12627576000000001
2221,H0353,New Melones,0,United States Bureau of Reclamation,Tuolumne,300.0,"UNIT 1, UNIT 2",WAT,6/1/1979 0:00,0.0,-120.5300647,37.94637586,3.58,0.0,0.0,0,0.0
2222,H0527,Tulloch,0,Tri-Dam Project & Tri-Dam Power Authority,Tuolumne,30.6,"1, 2, 3",WAT,7/1/1957 0:00,0.0,-120.6049197,37.87613812,3.7,1.35,0.0,54,0.0
2223,S9175,Fresh Air Energy IV - Sonora 1,0,QE - Foresight Group US,Tuolumne,1.5,Unit 1,SUN,12/1/2013 0:00,0.0,-120.5263791,37.89079632,2.62,0.0,0.0,0,0.26643000000000006
2225,H0336,Moccasin Low Head,0,SF Public Utilities Commission,Tuolumne,2.9,UNIT 1,WAT,7/1/1987 0:00,0.0,-120.3120567,37.81644995,4.06,1.3,0.0,85,0.0
2227,H0141,Dion R Holm,0,SF Public Utilities Commission,Tuolumne,165.0,"UNIT 1, UNIT 2",WAT,8/1/1960 0:00,0.0,-119.9684732,37.89660513,0.85,3.38,0.0,19,0.0
2228,H0274,Kirkwood (RPS Certified),0,SF Public Utilities Commission,Tuolumne,118.22,"UNIT 1, UNIT 2, UNIT 3",WAT,2/1/1967 0:00,0.0,-119.9532362,37.87768768,0.13,3.26,0.0,21,0.0
2229,H0398,Poole,0,Southern California Edison (SCE),Mono,10.0,UNIT 1,WAT,6/1/1924 0:00,0.0,-119.2159899,37.94412196,-12.47,2.15,0.0,11,0.0
2230,S0528,Cottonwood Carport Solar,0,Onward Energy,Marin,1.0,Unit 1,SUN,5/16/2016 0:00,0.0,-122.5651665,38.12554918,6.83,2.57,0.0,0,0.18183000000000002
2233,S0695,SFDK Solar,0,S-Power (Sustainable Power Group),Solano,6.33,Unit 1,SUN,12/27/2019 0:00,0.0,-122.2325016,38.14059828,4.89,6.71,0.0,0,1.1387037
2234,S9037,Health Plan Inc. Kaiser Foundation,0,Not Available,Solano,1.0,1,SUN,1/1/2012 0:00,0.0,-122.2487115,38.12593845,5.3,2.06,0.0,0,0.18030000000000002
2235,S9115,Vallejo Sanitation and Flood Control District,0,Not Available,Solano,1.2,1,SUN,1/1/2012 0:00,0.0,-122.2513028,38.09606548,6.0,3.13,0.0,0,0.2172
2250,S0343,Columbia Solar Energy LLC,0,REV Renewables,Contra Costa,19.0,Unit 1,SUN,8/1/2015 0:00,0.0,-121.8638462,38.019495,4.41,2.24,0.0,0,3.40879
2251,S9017,College District Contra Costa Community 2,0,Not Available,Contra Costa,1.0,1,SUN,1/1/2012 0:00,0.0,-121.859537,38.00454891,4.22,2.24,0.0,0,0.17922000000000002
2252,S9118,Contra Costa Community College - Los Medanos,0,Not Available,Contra Costa,1.2,1,SUN,1/1/2012 0:00,0.0,-121.8623992,38.00431226,4.22,2.24,0.0,0,0.215064
2262,W0355,High Winds,0,Seawest Energy Group,Solano,162.0,WPRS 1,WND,12/23/2003 0:00,0.0,-121.810841,38.14036355,4.68,1.14,0.0,19,0.36297827999999993
2263,W0356,"Solano Wind 3, 4 (SMUD Solano Phase 1)",0,Seawest Energy Group,Solano,213.3,WPRS 1,WND,4/18/2012 0:00,0.0,-121.767215,38.12649186,6.13,1.2,0.0,15,0.42335999999999996
2264,W0357,"Solano Wind 1,2 (SMUD Solano Phase 2)",0,FPL Energy Operating Services Inc,Solano,87.0,WPRS 1,WND,1/1/1994 0:00,0.0,-121.7606632,38.11030576,6.04,1.25,0.0,12,0.478515625
2265,W0358,Shiloh I Wind (Victory Garden Prtnr PHIV),0,FPL Energy Operating Services Inc,Solano,150.0,WPRS 1,WND,3/30/2006 0:00,0.0,-121.8563725,38.11614807,4.61,1.17,0.0,25,0.392395185
2266,W0371,FPL Energy Montezuma Winds LLC,0,NextEra Energy Resources LLC,Solano,36.8,WPRS 1,WND,1/25/2011 0:00,0.0,-121.8006044,38.16626168,4.93,1.11,0.0,19,0.3350695950000001
2267,W0380,EDF Renewable Windfarm V Inc (ENXCO V),0,See WPRS for details,Solano,15.5,WPRS 1,WND,1/1/1990 0:00,0.0,-121.8350018,38.11850673,4.54,1.17,0.0,25,0.392395185
2268,W0384,"Shiloh Wind Project 2, LLC (Shiloh II & III)",0,Shiloh III Wind Project,Solano,153.75,WPRS 1,WND,1/1/1997 0:00,0.0,-121.8695768,38.17891403,4.71,1.13,0.0,29,0.353509765
2269,W0392,Montezuma Wind II,0,NextEra Energy Resources LLC,Solano,78.2,WPRS 1,WND,1/1/1983 0:00,0.0,-121.8129695,38.11392921,4.55,1.18,0.0,19,0.40254284
2270,W0421,"Shiloh III Wind Project, LLC",0,See WPRS for details,Solano,102.5,WPRS 1,WND,12/20/2012 0:00,0.0,-121.8631494,38.16603198,4.73,1.12,0.0,24,0.34420736000000013
2271,W0422,"Shiloh IV Wind Project, LLC",0,See WPRS for details,Solano,102.5,WPRS 1,WND,12/22/2011 0:00,0.0,-121.8406483,38.14560013,4.68,1.14,0.0,24,0.36297827999999993
2276,S0303,Bear Creek Solar,0,Bear Creek Solar LLC,San Joaquin,1.5,1,SUN,1/1/2014 0:00,0.0,-121.1492186,38.13562831,4.28,1.93,0.0,15,0.22858200000000004
2277,S9290,Ecos Energy   LLC_(Bear Creek Solar Project),0,Not Available,San Joaquin,1.5,Unit 1,SUN,12/31/2013 0:00,0.0,-121.1492763,38.1363826,4.27,1.93,0.0,15,0.22856925000000006
2278,H0073,Hogan,0,Calaveras County Water District,Calaveras,3.0,"GEN 1, GEN 2",WAT,4/1/1989 0:00,0.0,-120.8149646,38.14959074,4.32,0.0,0.0,75,0.0
2280,H0008,Angels,0,Utica Power Authority,Calaveras,1.4,5505380,WAT,1/1/1940 0:00,0.0,-120.5393562,38.07197545,2.34,0.0,0.0,0,0.0
2281,H0346,Murphys,0,Utica Power Authority,Calaveras,4.5,6920412,WAT,1/1/1954 0:00,0.0,-120.4463918,38.14710812,0.5,0.0,0.0,0,0.0
2282,S9137,Angels PH  Utica Power Authority,0,Not Available,Calaveras,1.8,1,SUN,1/1/2012 0:00,0.0,-120.5395621,38.0723947,2.34,0.0,0.0,0,0.31921200000000005
2283,H0107,Collierville,0,Northern California Power Agency,Calaveras,253.0,"GEN 1, GEN 2",WAT,11/1/1989 0:00,0.0,-120.3798407,38.14480355,2.45,0.0,0.0,0,0.0
2284,H0383,Phoenix,0,Pacific Gas & Electric (PG&E),Tuolumne,1.6,1,WAT,2/1/1940 0:00,0.0,-120.3265606,38.03207751,-0.19,0.0,0.0,0,0.0
2285,H0498,Stanislaus,0,Pacific Gas & Electric (PG&E),Tuolumne,91.0,Unit 583,WAT,3/11/1963 0:00,0.0,-120.3705326,38.13898409,2.81,0.0,0.0,0,0.0
2286,H0495,Spring Gap,0,Pacific Gas & Electric (PG&E),Tuolumne,6.0,1,WAT,9/1/1921 0:00,0.0,-120.1116954,38.18650412,-0.59,3.42,0.0,52,0.0
2287,H0519,Sand Bar,0,Tri-Dam Power Authority,Tuolumne,16.2,Unit 1,WAT,5/1/1986 0:00,0.0,-120.1501439,38.18611621,-0.56,3.4,0.0,63,0.0
2288,H0296,Lundy,0,Southern California Edison (SCE),Mono,3.0,1,WAT,12/1/1911 0:00,0.0,-119.1722937,38.04233911,-8.99,2.99,0.0,1,0.0
2289,S9109,U.S. Coast Guard,0,Not Available,Sonoma,1.1,1,SUN,1/1/2012 0:00,0.0,-123.0349533,38.31909926,6.31,3.13,0.0,100,0.0
2294,S9024,Codding Enterprises,0,Not Available,Sonoma,1.0,1,SUN,1/1/2012 0:00,0.0,-122.6792392,38.32323239,4.25,2.06,0.0,0,0.17925000000000002
2295,S9057,Codding Enterprises Ltd Partnership,0,Not Available,Sonoma,1.0,1,SUN,1/1/2012 0:00,0.0,-122.6813662,38.32348035,4.25,2.06,0.0,0,0.17925000000000002
2296,S9307,Petaluma Solar Millennium Fund LLC_(Petaluma Solar #1101),0,Not Available,Sonoma,1.5,Unit 1,SUN,12/31/2013 0:00,0.0,-122.5782727,38.25155103,3.98,2.06,0.0,0,0.26847000000000004
2297,S9308,Petaluma Solar Millennium Fund LLC_(Petaluma Solar #1102),0,Not Available,Sonoma,1.5,Unit 1,SUN,12/31/2013 0:00,0.0,-122.5782727,38.25155103,3.98,2.06,0.0,0,0.26847000000000004
2298,S9125,County of Sonoma,0,Not Available,Sonoma,1.3,1,SUN,1/1/2012 0:00,0.0,-122.4579146,38.28081309,3.55,2.06,0.0,0,0.23211500000000002
2299,S9023,Napa Valley College,0,Not Available,Napa,1.0,1,SUN,1/1/2012 0:00,0.0,-122.2789372,38.27260632,3.75,2.06,0.0,0,0.17875000000000002
2300,S9070,Pokka Bottling,0,Not Available,Napa,1.0,1,SUN,1/1/2012 0:00,0.0,-122.2769646,38.19091643,4.61,2.06,0.0,0,0.17961000000000002
2301,S9132,Mid Valley Dairy,0,Not Available,,1.5,1,SUN,1/1/2012 0:00,0.0,-122.1570757,38.20435982,4.83,6.71,0.0,0,0.26974500000000007
2304,S0362,Fairfield-Suisun Sewer District - WTP,0,EDP Renewables North America LLC,Solano,1.0,1,SUN,12/23/2009 0:00,0.0,-122.0932367,38.23158367,4.82,6.71,0.0,0,0.17982
2305,S0414,North Bay Solar 1,0,S-Power (Sustainable Power Group),Solano,1.0,NBWT,SUN,8/1/2013 0:00,0.0,-121.965173,38.3009389,4.03,0.0,0.0,0,0.17903000000000002
2306,S9074,Anheuser Busch Fairfield  PV Phase/Anheuser Busch,0,Not Available,Solano,1.0,1,SUN,1/1/2012 0:00,0.0,-122.0933265,38.232308,4.82,6.71,0.0,0,0.17982
2307,S9148,ANHEUSER BUSCH INC,0,Not Available,Solano,1.0,1,SUN,1/1/2012 0:00,0.0,-122.0932426,38.23183941,4.82,6.71,0.0,0,0.17982
