OBJECTID,CECPlantID,PlantName,Retired Plant,Operator Company,County,Capacity_Latest,Units,PriEnergySource,StartDate,CEC_Jurisdictional,x,y,temperature,wind_speed,water_flow,cloud_cover,estimated_output
3346,S9206,Rachel Energy  LLC,0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.358695,34.92519801,2.65,13.28,0.0,29,0.18919725
3347,W0367,"Pacific Wind Project, LLC",0,Terra-Gen Operating Company,Kern,143.5,WPRS 1,WND,5/1/1984 0:00,0.0,-118.4225099,34.90129506,2.59,12.39,0.0,51,143.5
3348,S0700,Rosamond Central,0,Clearway Energy,Kern,192.0,Unit 1,SUN,12/22/2020 0:00,0.0,-118.3938242,34.84706175,3.3,7.72,0.0,0,34.2336
3349,S0287,RE Rosamond Two,0,MN8 Energy,Kern,20.0,1,SUN,12/23/2013 0:00,0.0,-118.2439815,34.90422845,3.55,7.72,0.0,0,3.571
3350,S0288,RE Rosamond One,0,MN8 Energy,Kern,20.0,Unit 1,SUN,12/1/2013 0:00,0.0,-118.2529897,34.90425539,3.5,7.72,0.0,0,3.57
3351,S0612,Lancaster WAD B,0,S-Power (Sustainable Power Group),Los Angeles,3.0,Unit 1,SUN,4/21/2017 0:00,0.0,-118.1912326,34.77871201,3.8,7.72,0.0,0,0.5364000000000001
3352,S0663,Antelope Expansion 2,0,S-Power (Sustainable Power Group),Los Angeles,105.0,Unit 1,SUN,12/24/2018 0:00,0.0,-118.3128086,34.75407674,3.53,7.72,0.0,0,18.745649999999998
3353,S9202,Goodbar Solar 1  LLC,0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.2518632,34.87156886,3.79,7.72,0.0,0,0.26818500000000006
3354,S9203,Josh Energy  LLC,0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.2330571,34.83436407,3.83,7.72,0.0,0,0.26824500000000007
3355,S9205,MJ Power  LLC,0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.2518704,34.87167221,3.79,7.72,0.0,0,0.26818500000000006
3356,S9275,Cami Solar  LLC,0,Not Available,San Bernardino,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-117.3393539,34.74101072,4.52,11.14,0.0,4,0.2585088
3357,S0545,LongBoat Solar,0,Deriva Energy,San Bernardino,20.0,PV1,SUN,12/1/2016 0:00,0.0,-117.1023782,34.90572427,6.49,9.86,0.0,23,2.794946
3359,S0590,Sunray 2 (formerly SEGS I),0,Stellar Power Renewable LLC,San Bernardino,20.0,W466,SUN,5/31/2017 0:00,0.0,-116.831583,34.86364932,6.94,11.83,0.0,0,3.6388
3360,S0591,Sunray 3 (formerly SEGS II),0,Stellar Power Renewable LLC,San Bernardino,13.8,W465,SUN,6/12/2017 0:00,0.0,-116.8278542,34.86650436,6.95,11.83,0.0,0,2.51091
3363,S9279,Newberry Solar 1 LLC,0,Not Available,San Bernardino,1.5,Unit 1,SUN,7/11/2013 0:00,0.0,-116.6844232,34.85345835,7.13,11.83,0.0,0,0.273195
3368,S0412,Maricopa West Solar PV,0,Onward Energy,Kern,20.0,1,SUN,12/30/2015 0:00,0.0,-119.3275049,35.11418774,7.42,0.5,0.0,52,1.751232
3372,S0606,Algonquin Power SKIC 10 Solar LLC,0,Algonquin Power Sanger LLC,Kern,10.0,Unit 1,SUN,1/11/2017 0:00,0.0,-119.247475,35.12415843,7.57,0.58,0.0,49,0.9311069999999999
3373,S0308,Adobe Solar,0,Southern Power Company,Kern,20.0,1,SUN,5/1/2014 0:00,0.0,-118.9520826,35.10587385,7.94,2.04,0.0,70,1.0976400000000002
3374,S9036,Services  Inc. #345 Ikea Distribution,0,Not Available,Kern,1.0,1,SUN,1/1/2012 0:00,0.0,-118.9480231,34.97538226,5.83,2.78,0.0,100,0.0
3375,S9194,Fotowatio Renewable Ventures,0,Not Available,Kern,12.0,Unit 1,SUN,12/31/2013 0:00,0.0,-118.9569046,35.1058409,7.95,2.04,0.0,70,0.6586200000000002
3377,S0374,Soledad,0,Not Available,Kern,1.0,1,SUN,12/30/2013 0:00,0.0,-118.5648621,35.11701365,0.3,7.15,0.0,94,0.01051800000000001
3378,S0375,CA Correctional Institution - Tahachapi,0,Silicon Ranch Corporation,Kern,0.99,1,SUN,2/22/2012 0:00,0.0,-118.5640355,35.11589837,0.19,7.15,0.0,94,0.01040628600000001
3379,S0376,CA Correctional Institution II - Tehachapi,0,Silicon Ranch Corporation,Kern,1.33,1,SUN,6/24/2013 0:00,0.0,-118.5707981,35.11813733,0.35,7.15,0.0,94,0.013992930000000013
3380,S0081,Catalina Solar Phase I and II,0,EDF Renewable Energy Inc,Kern,110.0,1,SUN,12/15/2012 0:00,0.0,-118.3379375,34.93437615,2.72,13.76,0.0,21,15.443868
3382,W0271,Wind Stream Operations 6039 (Zond Systems  Inc - 6039),0,Not Available,Kern,6.34,WPRS 1,WND,2/1/1984 0:00,0.0,-118.3825823,35.06874428,-0.96,11.39,0.0,31,6.34
3383,W0272,Wind Stream Operations 6040 (Zond Systems  Inc - 6040),0,Not Available,Kern,6.66,WPRS 1,WND,9/1/1984 0:00,0.0,-118.3843377,35.07050181,-0.96,11.39,0.0,31,6.66
3384,W0273,Wind Stream Operations 6041 (Zond Systems  Inc - 6041),0,Not Available,Kern,4.5,WPRS 1,WND,12/1/1984 0:00,0.0,-118.3776327,35.0740194,-0.96,11.39,0.0,31,4.5
3385,W0274,Wind Stream Operations 6042 (Zond Systems  Inc - 6042),0,Not Available,Kern,6.34,WPRS 1,WND,1/1/1982 0:00,0.0,-118.3684595,35.10614049,0.41,10.83,0.0,34,6.34
3388,W0284,Wind Resource I (Calwind Wind Resource I),0,CalWind Resources Inc,Kern,8.71,WPRS 1,WND,3/24/2012 0:00,0.0,-118.3914474,35.05965687,-1.32,10.72,0.0,40,8.71
3392,W0310,Wind Stream Operations 6111 (AES Tehachapi Wind - Zond Systems  Inc - Northwind),0,Not Available,Kern,6.32,WPRS 1,WND,1/1/1982 0:00,0.0,-118.3847436,35.08652313,-0.43,11.39,0.0,31,6.32
3393,W0370,Alta I Wind Energy Center,0,Terra-Gen Operating Company,Kern,150.0,WPRS 1,WND,12/29/2010 0:00,0.0,-118.3690351,35.03795814,-0.38,2.06,0.0,40,2.1417449200000003
3394,W0419,"Windstar Energy, LLC",0,Windstar Energy LLC,Kern,120.0,WPRS 1,WND,1/1/2013 0:00,0.0,-118.3639913,35.05798464,0.14,2.06,0.0,40,2.1417449200000003
3395,W0420,Manzana Wind,0,See WPRS for details,Kern,189.0,WPRS 1,WND,1/28/2012 0:00,0.0,-118.4678324,34.94432624,0.59,10.58,0.0,57,189.0
3396,W0442,Alta XI Wind Energy Center,0,See WPRS for details,Kern,89.65,WPRS 1,WND,12/31/1989 0:00,0.0,-118.3920994,35.06712422,-1.27,10.72,0.0,40,89.65
3397,W0445,Coram Tehachapi LP,0,See WPRS for details,Kern,6.53,WPRS 1,WND,12/1/1983 0:00,0.0,-118.3318922,35.07137214,0.03,2.06,0.0,40,2.1417449200000003
3398,W0449,Terra-Gen VG Wind,0,See WPRS for details,Kern,7.41,WPRS 1,WND,1/1/1982 0:00,0.0,-118.3836024,35.09823898,0.23,11.39,0.0,31,7.41
3404,W0463,Coram Energy LLC,0,See WPRS for details,Kern,15.0,WPRS 1,WND,1/1/2016 0:00,0.0,-118.3418265,35.0580219,0.89,2.06,0.0,40,2.1417449200000003
3405,W0481,Point Wind,0,"Terra-Gen, LLC",Kern,64.5,WPRS 1,WND,3/8/2021 0:00,0.0,-118.3647287,35.08643704,-0.74,2.06,0.0,40,2.1417449200000003
3406,S0278,RE Rio Grande,0,Canadian Solar,Kern,5.0,1,SUN,11/18/2013 0:00,0.0,-118.1639422,35.04923371,3.99,2.06,0.0,40,0.53697
3407,S0294,RE Columbia 3,0,MN8 Energy,Kern,10.0,1,SUN,12/1/2013 0:00,0.0,-118.1720906,35.02001649,4.01,2.06,0.0,40,1.07406
3408,S0313,Camelot  LLC,0,Onward Energy,Kern,45.0,1,SUN,11/26/2014 0:00,0.0,-118.1823273,35.01415895,3.86,2.06,0.0,40,4.82922
3409,S0314,Columbia Two  LLC,0,Onward Energy,Kern,15.0,1,SUN,11/26/2014 0:00,0.0,-118.1836126,35.01960822,3.91,2.06,0.0,40,1.61019
3410,S0550,SEPV Mojave West,0,S-Power (Sustainable Power Group),Kern,20.0,Unit 1,SUN,6/15/2015 0:00,0.0,-118.2782266,35.02441951,2.74,2.06,0.0,40,2.13288
3412,W0265,Ridgetop Energy II (Cannon Energy Corp),0,Ridgetop Energy LLC,Kern,46.86,WPRS 1,WND,12/31/1983 0:00,0.0,-118.3183515,35.0704603,0.47,11.62,0.0,40,46.86
3413,W0270,Terra-Gen Mojave Windfarms (TPC Wind Farms - Tehachapi Power Purchase Trust),0,FPL Energy Operating Services Inc,Kern,28.28,WPRS 1,WND,1/1/1982 0:00,0.0,-118.2627648,35.04495564,2.69,11.62,0.0,40,28.28
3414,W0297,Ridgetop Energy (Cannon Energy Corp - 6092),0,Ridgetop Energy LLC,Kern,28.5,WPRS 1,WND,1/1/1982 0:00,0.0,-118.3138879,35.07066428,0.51,11.62,0.0,40,28.5
3416,W0313,"Mojave 16, 17, 18 (Mojave 16-17-18  (Desertwind III PPC Trust) - 6063-6114)",0,Mojave 16/17/18 LLC,Kern,83.55,WPRS 1,WND,1/1/1985 0:00,0.0,-118.2650403,35.05138146,2.33,11.62,0.0,40,83.55
3417,W0319,Oak Creek Wind Power,0,See WPRS for details,Kern,31.5,WPRS 1,WND,2/7/2014 0:00,0.0,-118.2708934,35.04844899,2.33,11.62,0.0,40,31.5
3418,W0320,Wind Resource II (Calwind),0,CalWind Resources Inc,Kern,19.96,WPRS 1,WND,5/17/2013 0:00,0.0,-118.3067754,35.10477346,0.95,11.62,0.0,40,19.96
3419,W0372,Alta II Wind Energy Center,0,Terra-Gen Operating Company,Kern,150.0,WPRS 1,WND,12/29/2010 0:00,0.0,-118.3085291,35.01518549,2.57,2.06,0.0,40,2.1417449200000003
3420,W0374,Difwind Farms Ltd VI,0,See WPRS for details,Kern,23.0,WPRS 1,WND,1/1/1983 0:00,0.0,-118.2161183,35.0602865,3.43,11.62,0.0,40,23.0
3421,W0385,"Oasis Power Partners, LLC",0,Oasis Power Partners LLC,Kern,60.0,WPRS 1,WND,1/27/2009 0:00,0.0,-118.2952318,35.05923057,1.59,11.62,0.0,40,60.0
3422,W0387,Alta III Wind Energy Center,0,Terra-Gen Operating Company,Kern,150.0,WPRS 1,WND,1/1/1984 0:00,0.0,-118.2977846,35.01354459,2.76,2.06,0.0,40,2.1417449200000003
3423,W0388,Alta IV Wind Energy Center,0,Terra-Gen Operating Company,Kern,102.0,WPRS 1,WND,3/12/2011 0:00,0.0,-118.2560137,35.00620041,3.08,2.06,0.0,40,2.1417449200000003
3424,W0389,Alta V Wind Energy Center,0,Terra-Gen Operating Company,Kern,168.0,WPRS 1,WND,4/21/2011 0:00,0.0,-118.2376419,35.00079167,3.28,2.06,0.0,40,2.1417449200000003
3425,W0393,"Alta Wind VIII, LLC",0,Alta Wind VIII LLC,Kern,150.0,WPRS 1,WND,2/1/2012 0:00,0.0,-118.241637,35.03057031,3.3,2.06,0.0,40,2.1417449200000003
3426,W0406,Mustang Hills LLC (Alta Wind VI Energy Center),0,EverPower Wind Holdings Inc,Kern,150.0,WPRS 1,WND,3/17/2012 0:00,0.0,-118.3175645,35.05107077,1.46,2.06,0.0,40,2.1417449200000003
3427,W0407,Cameron Ridge,0,Terra-Gen Operating Company,Kern,59.67,WPRS 1,WND,12/10/2014 0:00,0.0,-118.3219752,35.07576993,0.06,11.62,0.0,40,59.67
3428,W0408,"Coram California Development, LP",0,Coram California Development LP,Kern,102.0,WPRS 1,WND,3/29/2012 0:00,0.0,-118.2480181,35.01524641,3.15,2.06,0.0,40,2.1417449200000003
3429,W0415,Pinyon Pines Winds I,0,Terra-Gen Operating Company,Kern,168.0,WPRS 1,WND,12/7/2012 0:00,0.0,-118.2143667,35.03973212,3.68,11.62,0.0,40,168.0
3430,W0416,Pinyon Pines Winds II,0,Terra-Gen Operating Company,Kern,132.0,WPRS 1,WND,1/1/2013 0:00,0.0,-118.2096138,35.0190649,3.65,2.06,0.0,40,2.1417449200000003
3431,W0438,Rising Tree Wind Farm III,0,See WPRS for details,Kern,99.0,WPRS 1,WND,5/15/2015 0:00,0.0,-118.2413959,35.05325399,2.97,11.62,0.0,40,99.0
3432,W0441,Alta X Wind Energy Center,0,See WPRS for details,Kern,136.8,WPRS 1,WND,12/31/1989 0:00,0.0,-118.2133706,35.06998571,3.28,11.62,0.0,40,136.8
3436,W0458,Rising Tree Wind Farm I,0,See WPRS for details,Kern,79.2,WPRS 1,WND,12/31/1989 0:00,0.0,-118.2207913,35.07776468,2.91,11.62,0.0,40,79.2
3437,W0459,Rising Tree Wind Farm II,0,See WPRS for details,Kern,19.8,WPRS 1,WND,12/31/1989 0:00,0.0,-118.2074734,35.09401879,2.88,11.62,0.0,40,19.8
3438,W0471,"Voyager Wind II, LLC",0,Not Available,Kern,128.7,WPRS 1,WND,11/7/2018 0:00,0.0,-118.2761896,35.0496676,2.23,11.62,0.0,40,128.7
3439,W0472,"Voyager Wind III, LLC",0,Not Available,Kern,43.2,WPRS 1,WND,12/23/2018 0:00,0.0,-118.2758861,35.04796404,2.23,11.62,0.0,40,43.2
3440,W0473,"Voyager Wind IV, LLC",0,Not Available,Kern,21.6,WPRS 1,WND,12/20/2018 0:00,0.0,-118.2725914,35.0511227,2.33,11.62,0.0,40,21.6
3441,S0714,Valentine Solar,0,EDF Renewable Energy Inc,Kern,100.0,Unit 1,SUN,12/1/2019 0:00,0.0,-118.3242968,34.98793344,2.28,2.06,0.0,40,10.6368
3442,W0477,Mojave 3-4-5,0,FPL Energy Operating Services Inc,,75.0,WPRS 1,WND,1/1/2021 0:00,0.0,-118.2607697,35.04613504,2.7,11.62,0.0,40,75.0
3443,W0480,"Oasis Alta, LLC",0,"Terra-Gen, LLC",Kern,14.4,WPRS 1,WND,4/14/2021 0:00,0.0,-118.2832197,35.04565304,2.23,11.62,0.0,40,14.4
3451,S0073,SEGS IX,0,Luz Solar Partners Ltd IX,San Bernardino,92.0,GEN1,SUN,10/11/1990 0:00,1.0,-117.337778,35.03347557,5.13,8.7,0.0,3,16.0748012
3453,S0104,Mojave Solar Project,0,Mojave Solar LLC,San Bernardino,250.0,"Alpha, Beta",SUN,12/4/2014 0:00,1.0,-117.3103379,35.00726002,5.04,9.13,0.0,2,44.1098
3455,S9077,California National Guard,0,Not Available,San Luis Obispo,1.0,1,SUN,1/1/2012 0:00,0.0,-120.7229531,35.32129681,5.64,0.0,0.0,100,0.0
3456,S9129,Stocker Resources/ Plains Exploration & Production Company,0,Not Available,San Luis Obispo,1.4,1,SUN,1/1/2012 0:00,0.0,-120.6233037,35.17751922,5.37,0.45,0.0,100,0.0
3470,S9416,Pumpjack Solar 1 PV,0,Deriva Energy,Kern,20.0,1,SUN,12/23/2014 0:00,0.0,-119.5961471,35.23729376,7.36,3.34,0.0,63,1.349464
3471,S0551,Castor Solar Project,0,Green Light Energy Corporation,Kern,1.5,Unit 1,SUN,4/2/2016 0:00,0.0,-119.3872455,35.21103909,7.51,0.89,0.0,51,0.13414485
3472,S9067,Inergy Propoane LLC,0,Not Available,Kern,1.0,1,SUN,1/1/2012 0:00,0.0,-119.3035912,35.3028446,7.77,1.04,0.0,45,0.10052350000000002
3473,S9195,Ignite Solar LLC_(Alkali Gardner A),0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2013 0:00,0.0,-119.4250091,35.14907581,6.72,0.89,0.0,56,0.1199352
3474,S0525,Algonquin Power SKIC 20 Solar LLC,0,Algonquin Power Sanger LLC,Kern,20.0,PV,SUN,5/15/2015 0:00,0.0,-119.2384695,35.13024017,8.11,0.55,0.0,48,1.904344
3475,S9208,South Kern Solar 1 (1) (SKIC 2012 PV RFO - 1),0,Not Available,Kern,10.0,Unit 1,SUN,12/31/2016 0:00,0.0,-119.2496131,35.12828078,8.19,0.58,0.0,49,0.934269
3480,S0316,Old River One LLC,0,Onward Energy,Kern,20.0,1,SUN,12/17/2014 0:00,0.0,-119.0851276,35.22055744,8.05,1.42,0.0,34,2.41626
3481,S9193,KDW Solar 1  LLC  (KDW Solar 1 ),0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2012 0:00,0.0,-118.9884527,35.31495421,7.94,3.6,0.0,100,0.0
3482,S9199,KDW Solar 2  LLC,0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2013 0:00,0.0,-118.9290754,35.28284507,7.85,0.89,0.0,46,0.14810850000000003
3483,S0306,Orion 1 Solar,0,Longroad Energy,Kern,12.0,1,SUN,4/1/2014 0:00,0.0,-118.888702,35.145363,7.87,2.12,0.0,74,0.5705544
3484,S0321,Regulus Solar,0,Not Available,Kern,60.0,1,SUN,10/31/2014 0:00,0.0,-118.8475351,35.30759454,7.4,0.89,0.0,71,3.1737600000000006
3485,S0431,Redcrest Solar Farm,0,S-Power (Sustainable Power Group),Kern,16.66,Unit 1,SUN,8/1/2015 0:00,0.0,-118.8094128,35.31554605,6.94,0.89,0.0,79,0.6365352839999999
3486,S9080,Vaquero Energy Inc.,0,Not Available,Kern,1.0,1,SUN,1/1/2012 0:00,0.0,-118.8169754,35.3176145,7.09,0.89,0.0,81,0.03459709999999999
3487,S9087,Grimmway Enterprises  Inc.,0,Not Available,Kern,1.0,1,SUN,1/1/2012 0:00,0.0,-118.8699653,35.24564011,7.7,0.89,0.0,61,0.071253
3488,S9088,Grimmway Enterprises  Inc.,0,Not Available,Kern,1.0,1,SUN,1/1/2012 0:00,0.0,-118.8699809,35.2472,7.7,0.89,0.0,61,0.071253
3489,S9091,Grimmway Enterprises Inc.,0,Not Available,Kern,1.0,1,SUN,1/1/2012 0:00,0.0,-118.8594049,35.26120594,7.64,0.89,0.0,69,0.05661840000000002
3490,S9204,Kern River (Bena B),0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.8755805,35.30372812,7.66,0.89,0.0,63,0.10137630000000003
3491,S9160,Pine Tree Solar Project,0,Los Angeles Department of Water & Power (LADWP),Kern,8.5,1,SUN,3/15/2013 0:00,0.0,-118.1942585,35.22930377,0.36,2.06,0.0,40,0.894336
3492,W0289,Sky River Partnership (ESI Energy  Inc - 6065),0,Not Available,Kern,70.65,WPRS 1,WND,12/11/2012 0:00,0.0,-118.2460148,35.26362339,-0.16,8.36,0.0,13,70.65
3493,W0368,Pine Tree Wind Power Plant,0,Los Angeles Department of Water & Power (LADWP),Kern,135.0,WPRS 1,WND,7/1/2009 0:00,0.0,-118.1798795,35.24704949,1.13,8.29,0.0,27,135.0
3494,S0587,Beacon Solar 1,0,S-Power (Sustainable Power Group),Kern,56.0,Unit 1,SUN,4/28/2017 0:00,0.0,-118.0144317,35.269439,6.21,7.6,0.0,94,0.6088656000000007
3495,S0530,RE Barren Ridge 1,0,Recurrent Energy LLC,Kern,60.0,Unit 1,SUN,4/19/2016 0:00,0.0,-118.0687165,35.20532604,5.47,2.06,0.0,40,6.496919999999999
3496,S0554,Beacon 3,0,S-Power (Sustainable Power Group),Kern,60.0,Unit 1,SUN,12/30/2016 0:00,0.0,-118.0266953,35.25201099,6.0,7.6,0.0,82,1.9548000000000005
3497,S0555,Beacon 4,0,S-Power (Sustainable Power Group),Kern,50.0,Unit 1,SUN,12/5/2016 0:00,0.0,-118.036113,35.24788564,5.88,7.6,0.0,82,1.6279200000000005
3498,S0603,Springbok Solar Farm 1,0,62SK 8MW LLC,Kern,105.0,Unit 1,SUN,4/11/2016 0:00,0.0,-117.9599795,35.25068415,6.16,7.6,0.0,100,0.0
3499,S0604,Springbok Solar Farm 2,0,62SK 8MW LLC,Kern,155.0,Unit 1,SUN,9/6/2016 0:00,0.0,-117.9830641,35.25021465,6.12,7.6,0.0,94,1.6844160000000015
3500,S0637,Beacon 2,0,CD Arevon USA Inc.,Kern,45.0,Unit 1,SUN,12/29/2017 0:00,0.0,-118.036314,35.25477369,5.97,7.6,0.0,82,1.4658570000000002
3501,S0638,Beacon 5,0,CD Arevon USA Inc.,Kern,36.0,Unit 1,SUN,12/29/2017 0:00,0.0,-118.0373803,35.25350873,5.88,7.6,0.0,82,1.1721024000000004
3502,S0690,Springbok 3,0,CD Arevon USA Inc.,Kern,119.6,Unit 1,SUN,7/19/2019 0:00,0.0,-117.9598686,35.24326906,6.1,7.6,0.0,100,0.0
3504,S9297,Pristine Sun Fund 7 San Luis Obispo PGE LLC_(2103_Hill),0,Not Available,San Luis Obispo,0.75,Unit 1,SUN,12/31/2013 0:00,0.0,-120.8569209,35.38191862,6.09,2.73,0.0,10,0.12223575
3506,S9296,Pristine Sun Fund 1  LLC_(2059_Scherz),0,Not Available,San Luis Obispo,0.75,Unit 1,SUN,12/31/2013 0:00,0.0,-120.4990924,35.48044953,3.93,0.7,0.0,32,0.09125430000000001
3507,S0245,Topaz Solar Farms LLC,0,Topaz Solar Farms LLC,San Luis Obispo,550.0,Topaz 1,SUN,9/1/2013 0:00,0.0,-120.0619296,35.37617026,2.83,1.98,0.0,19,79.22326500000001
3508,S0240,California Valley Solar Ranch,0,Clearway Energy,San Luis Obispo,250.0,"1A, 1B",SUN,9/15/2012 0:00,0.0,-119.9252724,35.34377727,2.75,2.61,0.0,18,36.438750000000006
3512,S0547,Rio Bravo Solar II (PMPJCK),0,Deriva Energy,Kern,20.0,PV1,SUN,12/29/2016 0:00,0.0,-119.6269013,35.41654817,6.55,2.25,0.0,50,1.8155000000000001
3513,S0565,Rio Bravo Solar I LLC (Pumpjack Solar2),0,Deriva Energy,Kern,20.0,Unit 1,SUN,12/21/2016 0:00,0.0,-119.6385171,35.41623292,6.27,2.47,0.0,48,1.885208
3516,S0330,Shafter Solar LLC,0,NextEra Energy Resources LLC,Kern,20.0,1,SUN,6/3/2015 0:00,0.0,-119.1268663,35.45047905,7.67,3.6,0.0,100,0.0
3517,S9027,CSU Bakersfield,0,Silicon Ranch Corporation,Kern,1.0,1,SUN,1/1/2012 0:00,0.0,-119.1040132,35.34664746,7.89,3.6,0.0,100,0.0
3523,S0642,Bakersfield Industrial 1,0,Not Available,Kern,1.0,Unit 1,SUN,12/27/2017 0:00,0.0,-118.9931471,35.32997837,7.94,3.6,0.0,100,0.0
3524,S0643,Bakersfield Solar 1,0,Not Available,San Joaquin,5.3,Unit 1,SUN,12/26/2017 0:00,0.0,-118.9784638,35.32649007,7.93,3.6,0.0,100,0.0
3525,S9045,College District Kern Community,0,Not Available,Kern,1.0,1,SUN,1/1/2012 0:00,0.0,-118.9689041,35.41170132,7.14,3.6,0.0,100,0.0
3526,S9079,County of Kern,0,Not Available,Kern,1.0,1,SUN,1/1/2012 0:00,0.0,-119.014767,35.3715237,7.86,3.6,0.0,100,0.0
3527,S9106,Kern County Water Agency,0,Not Available,Kern,1.1,1,SUN,1/1/2012 0:00,0.0,-119.0392977,35.40294164,7.73,3.6,0.0,100,0.0
3528,S9152,Kern County Water Agency,0,Not Available,Kern,4.1,1,SUN,1/1/2012 0:00,0.0,-119.038043,35.40303279,7.73,3.6,0.0,100,0.0
3529,S9209,Tehachapi (Oswell B),0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-119.0738607,35.40597271,7.7,3.6,0.0,100,0.0
3541,H0267,Kern Canyon,0,"Kern and Tule Hydro, LLC",Kern,11.5,Unit 596,WAT,8/8/1921 0:00,0.0,-118.7965162,35.44074018,6.55,2.02,0.0,94,0.0
3542,H0268,Kern River 1,0,Southern California Edison (SCE),Kern,24.8,UNIT 1,WAT,5/1/1907 0:00,0.0,-118.779427,35.46025316,5.91,2.18,0.0,98,0.0
3543,H0367,Rio Bravo Hydroelectric,0,Olcese Water District,Kern,14.0,2-Jan,WAT,5/1/1989 0:00,0.0,-118.8222985,35.43004235,7.04,1.94,0.0,90,0.0
3544,S0427,Hayworth Solar Farm,0,S-Power (Sustainable Power Group),Kern,26.66,Unit 1,SUN,11/1/2015 0:00,0.0,-118.8771106,35.32731196,7.52,0.89,0.0,66,1.654434288
3545,S0445,Woodmere Solar Farm,0,S-Power (Sustainable Power Group),Kern,14.99,Unit 1,SUN,12/22/2015 0:00,0.0,-118.823939,35.32351553,7.09,0.89,0.0,81,0.5186105289999999
3546,S0652,Redwood Solar Farm 4,0,Not Available,Kern,20.0,Unit 1,SUN,1/6/2018 0:00,0.0,-118.8126202,35.32372377,6.94,0.89,0.0,79,0.7641479999999998
3547,S9200,Agua Caliente (Bena A),0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2014 0:00,0.0,-118.7458756,35.32734104,6.48,2.38,0.0,95,0.013611000000000014
3548,W0414,"North Sky River, LLC",0,North Sky River Energy LLC,Kern,162.0,WPRS 1,WND,12/24/2012 0:00,0.0,-118.1804634,35.3502841,1.98,6.55,0.0,38,68.84778687500001
3549,S9292,Ecos Energy   LLC_(Vintner Solar Project),0,Not Available,San Luis Obispo,1.5,Unit 1,SUN,3/5/2014 0:00,0.0,-120.6813752,35.55777117,4.79,1.54,0.0,40,0.16181100000000004
3550,S9295,Pristine Sun Fund 7 San Luis Obispo PGE LLC_(2163_Bray),0,Not Available,San Luis Obispo,1.0,Unit 1,SUN,12/31/2013 0:00,0.0,-120.684746,35.61423276,5.08,1.54,0.0,40,0.108048
3551,S9298,Pristine Sun Fund 7 San Luis Obispo PGE LLC_(2050_Gomez),0,Not Available,San Luis Obispo,0.5,Unit 1,SUN,12/31/2013 0:00,0.0,-120.6457719,35.69157128,5.03,1.54,0.0,40,0.05400900000000001
3552,S0162,Meridian (Paso Robles Solar  LLC),0,X-Elio North America Inc.,San Luis Obispo,1.14,1,SUN,11/29/2010 0:00,0.0,-120.5681128,35.67120464,4.68,1.54,0.0,40,0.12290111999999997
3553,S9294,Pristine Sun Fund 1  LLC_(2056_Jardine),0,Not Available,San Luis Obispo,1.0,Unit 1,SUN,12/31/2013 0:00,0.0,-120.5961805,35.65633282,4.75,1.54,0.0,40,0.10784999999999999
3554,S0689,California Flats 150,0,CD Arevon USA Inc.,San Luis Obispo,150.0,Unit 1,SUN,3/5/2019 0:00,0.0,-120.3438558,35.6835858,4.45,1.82,0.0,16,22.610699999999998
3555,S0339,Blackwell Solar,0,Blackwell Solar LLC,Kern,12.0,BWS1,SUN,4/17/2015 0:00,0.0,-119.857303,35.61683286,5.51,2.59,0.0,29,1.5379452
3556,S0340,Lost Hills Solar,0,Lost Hills Solar LLC,Kern,21.28,LHS1,SUN,4/17/2015 0:00,0.0,-119.8557623,35.62553829,5.56,2.49,0.0,30,2.68962176
3557,S9011,Paramount Farms Inc.,0,Not Available,Kern,1.0,1,SUN,1/1/2012 0:00,0.0,-119.8915801,35.65421556,5.52,2.41,0.0,29,0.1281692
3558,S0688,"CED Lost Hills Solar, LLC",0,RWE Clean Energy,Kern,20.0,Unit 1,SUN,2/5/2019 0:00,0.0,-119.8449535,35.61000976,5.51,2.59,0.0,29,2.563242
3559,S9177,"Nickel 1 (""""NLH1"""")",0,Not Available,Kern,1.5,Unit 1,SUN,3/1/2013 0:00,0.0,-119.7160823,35.64749991,6.17,2.12,0.0,37,0.17120565000000004
3561,S0718,Chevron - Lost Hills Hybrid,0,"Solar Star Lost Hills, LLC",Kern,29.75,Unit 1,SUN,4/16/2020 0:00,0.0,-119.7023236,35.60763591,6.3,1.95,0.0,39,3.29014175
3562,S0327,Wildwood Solar I,0,Deriva Energy,Kern,20.0,WLD1,SUN,2/18/2015 0:00,0.0,-119.5687258,35.618823,6.54,1.3,0.0,52,1.7427839999999999
